date,cname,measure,count
2020-03-14,Iceland,Deaths,NA
2020-03-14,Norway,Cases,621
2020-03-14,Norway,Deaths,1
2020-03-14,Sweden,Cases,775
2020-03-14,Sweden,Deaths,1
2020-03-15,Denmark,Cases,827
2020-03-15,Denmark,Deaths,NA
2020-03-15,Finland,Cases,210
2020-03-15,Finland,Deaths,NA
2020-03-15,Iceland,Cases,138
2020-03-15,Iceland,Deaths,NA
2020-03-15,Norway,Cases,907
2020-03-15,Norway,Deaths,1
2020-03-15,Sweden,Cases,924
2020-03-15,Sweden,Deaths,1
2020-03-16,Denmark,Cases,875
2020-03-16,Denmark,Deaths,1
2020-03-16,Finland,Cases,267
2020-03-16,Finland,Deaths,NA
2020-03-16,Iceland,Cases,178
2020-03-16,Iceland,Deaths,NA
2020-03-16,Norway,Cases,1077
2020-03-16,Norway,Deaths,1
2020-03-16,Sweden,Cases,1032
2020-03-16,Sweden,Deaths,3
2020-03-17,Denmark,Cases,932
2020-03-17,Denmark,Deaths,1
2020-03-17,Finland,Cases,272
2020-03-17,Finland,Deaths,NA
2020-03-17,Iceland,Cases,199
2020-03-17,Iceland,Deaths,NA
2020-03-17,Norway,Cases,1169
2020-03-17,Norway,Deaths,3
2020-03-17,Sweden,Cases,1121
2020-03-17,Sweden,Deaths,7
2020-03-18,Denmark,Cases,1024
2020-03-18,Denmark,Deaths,4
2020-03-18,Finland,Cases,319
2020-03-18,Finland,Deaths,NA
2020-03-18,Iceland,Cases,247
2020-03-18,Iceland,Deaths,NA
2020-03-18,Norway,Cases,1308
2020-03-18,Norway,Deaths,3
2020-03-18,Sweden,Cases,1167
2020-03-18,Sweden,Deaths,8
2020-03-19,Denmark,Cases,1115
2020-03-19,Denmark,Deaths,4
2020-03-19,Finland,Cases,369
2020-03-19,Finland,Deaths,NA
2020-03-19,Iceland,Cases,250
2020-03-19,Iceland,Deaths,NA
2020-03-19,Norway,Cases,1423
2020-03-19,Norway,Deaths,3
2020-03-19,Sweden,Cases,1301
2020-03-19,Sweden,Deaths,10
2020-03-20,Denmark,Cases,1151
2020-03-20,Denmark,Deaths,6
2020-03-20,Finland,Cases,400
2020-03-20,Finland,Deaths,NA
2020-03-20,Iceland,Cases,330
2020-03-20,Iceland,Deaths,1
2020-03-20,Norway,Cases,1552
2020-03-20,Norway,Deaths,6
2020-03-20,Sweden,Cases,1423
2020-03-20,Sweden,Deaths,10
2020-03-21,Denmark,Cases,1255
2020-03-21,Denmark,Deaths,9
2020-03-21,Finland,Cases,450
2020-03-21,Finland,Deaths,NA
2020-03-21,Iceland,Cases,409
2020-03-21,Iceland,Deaths,1
2020-03-21,Norway,Cases,1742
2020-03-21,Norway,Deaths,7
2020-03-21,Sweden,Cases,1623
2020-03-21,Sweden,Deaths,16
2020-03-22,Denmark,Cases,1326
2020-03-22,Denmark,Deaths,13
2020-03-22,Finland,Cases,521
2020-03-22,Finland,Deaths,1
2020-03-22,Iceland,Cases,473
2020-03-22,Iceland,Deaths,1
2020-03-22,Norway,Cases,1926
2020-03-22,Norway,Deaths,7
2020-03-22,Sweden,Cases,1746
2020-03-22,Sweden,Deaths,20
2020-03-23,Denmark,Cases,1395
2020-03-23,Denmark,Deaths,13
2020-03-23,Finland,Cases,626
2020-03-23,Finland,Deaths,1
2020-03-23,Iceland,Cases,568
2020-03-23,Iceland,Deaths,1
2020-03-23,Norway,Cases,2132
2020-03-23,Norway,Deaths,7
2020-03-23,Sweden,Cases,1906
2020-03-23,Sweden,Deaths,21
2020-03-24,Denmark,Cases,1460
2020-03-24,Denmark,Deaths,24
2020-03-24,Finland,Cases,700
2020-03-24,Finland,Deaths,1
2020-03-24,Iceland,Cases,588
2020-03-24,Iceland,Deaths,2
2020-03-24,Norway,Cases,2371
2020-03-24,Norway,Deaths,8
2020-03-24,Sweden,Cases,2016
2020-03-24,Sweden,Deaths,25
2020-03-25,Denmark,Cases,1591
2020-03-25,Denmark,Deaths,32
2020-03-25,Finland,Cases,792
2020-03-25,Finland,Deaths,1
2020-03-25,Iceland,Cases,648
2020-03-25,Iceland,Deaths,2
2020-03-25,Norway,Cases,2566
2020-03-25,Norway,Deaths,10
2020-03-25,Sweden,Cases,2272
2020-03-25,Sweden,Deaths,36
2020-03-26,Denmark,Cases,1724
2020-03-26,Denmark,Deaths,34
2020-03-26,Finland,Cases,880
2020-03-26,Finland,Deaths,3
2020-03-26,Iceland,Cases,737
2020-03-26,Iceland,Deaths,2
2020-03-26,Norway,Cases,2916
2020-03-26,Norway,Deaths,12
2020-03-26,Sweden,Cases,2510
2020-03-26,Sweden,Deaths,42
2020-03-27,Denmark,Cases,1877
2020-03-27,Denmark,Deaths,41
2020-03-27,Finland,Cases,958
2020-03-27,Finland,Deaths,4
2020-03-27,Iceland,Cases,802
2020-03-27,Iceland,Deaths,2
2020-03-27,Norway,Cases,3156
2020-03-27,Norway,Deaths,14
2020-03-27,Sweden,Cases,2806
2020-03-27,Sweden,Deaths,66
2020-03-28,Denmark,Cases,2046
2020-03-28,Denmark,Deaths,52
2020-03-28,Finland,Cases,1025
2020-03-28,Finland,Deaths,7
2020-03-28,Iceland,Cases,890
2020-03-28,Iceland,Deaths,2
2020-03-28,Norway,Cases,3581
2020-03-28,Norway,Deaths,16
2020-03-28,Sweden,Cases,3046
2020-03-28,Sweden,Deaths,92
2020-03-29,Denmark,Cases,2201
2020-03-29,Denmark,Deaths,65
2020-03-29,Finland,Cases,1218
2020-03-29,Finland,Deaths,9
2020-03-29,Iceland,Cases,963
2020-03-29,Iceland,Deaths,2
2020-03-29,Norway,Cases,3845
2020-03-29,Norway,Deaths,20
2020-03-29,Sweden,Cases,3447
2020-03-29,Sweden,Deaths,102
2020-03-30,Denmark,Cases,2395
2020-03-30,Denmark,Deaths,72
2020-03-30,Finland,Cases,1218
2020-03-30,Finland,Deaths,11
2020-03-30,Iceland,Cases,1020
2020-03-30,Iceland,Deaths,2
2020-03-30,Norway,Cases,4102
2020-03-30,Norway,Deaths,22
2020-03-30,Sweden,Cases,3700
2020-03-30,Sweden,Deaths,110
2020-03-31,Denmark,Cases,2577
2020-03-31,Denmark,Deaths,77
2020-03-31,Finland,Cases,1313
2020-03-31,Finland,Deaths,13
2020-03-31,Iceland,Cases,1086
2020-03-31,Iceland,Deaths,2
2020-03-31,Norway,Cases,4226
2020-03-31,Norway,Deaths,26
2020-03-31,Sweden,Cases,4028
2020-03-31,Sweden,Deaths,146
2020-04-01,Denmark,Cases,2860
2020-04-01,Denmark,Deaths,90
2020-04-01,Finland,Cases,1384
2020-04-01,Finland,Deaths,17
2020-04-01,Iceland,Cases,1135
2020-04-01,Iceland,Deaths,2
2020-04-01,Norway,Cases,4447
2020-04-01,Norway,Deaths,28
2020-04-01,Sweden,Cases,4435
2020-04-01,Sweden,Deaths,180
2020-04-02,Denmark,Cases,3107
2020-04-02,Denmark,Deaths,104
2020-04-02,Finland,Cases,1446
2020-04-02,Finland,Deaths,17
2020-04-02,Iceland,Cases,1220
2020-04-02,Iceland,Deaths,2
2020-04-02,Norway,Cases,4665
2020-04-02,Norway,Deaths,32
2020-04-02,Sweden,Cases,4947
2020-04-02,Sweden,Deaths,239
2020-04-03,Denmark,Cases,3386
2020-04-03,Denmark,Deaths,123
2020-04-03,Finland,Cases,1518
2020-04-03,Finland,Deaths,19
2020-04-03,Iceland,Cases,1319
2020-04-03,Iceland,Deaths,4
2020-04-03,Norway,Cases,4935
2020-04-03,Norway,Deaths,42
2020-04-03,Sweden,Cases,5466
2020-04-03,Sweden,Deaths,282
2020-04-04,Denmark,Cases,3757
2020-04-04,Denmark,Deaths,139
2020-04-04,Finland,Cases,1615
2020-04-04,Finland,Deaths,20
2020-04-04,Iceland,Cases,1364
2020-04-04,Iceland,Deaths,4
2020-04-04,Norway,Cases,5208
2020-04-04,Norway,Deaths,44
2020-04-04,Sweden,Cases,6078
2020-04-04,Sweden,Deaths,333
2020-04-05,Denmark,Cases,4077
2020-04-05,Denmark,Deaths,161
2020-04-05,Finland,Cases,1882
2020-04-05,Finland,Deaths,25
2020-04-05,Iceland,Cases,1417
2020-04-05,Iceland,Deaths,4
2020-04-05,Norway,Cases,5510
2020-04-05,Norway,Deaths,50
2020-04-05,Sweden,Cases,6443
2020-04-05,Sweden,Deaths,373
2020-04-06,Denmark,Cases,4369
2020-04-06,Denmark,Deaths,179
2020-04-06,Finland,Cases,1927
2020-04-06,Finland,Deaths,27
2020-04-06,Iceland,Cases,1486
2020-04-06,Iceland,Deaths,4
2020-04-06,Norway,Cases,5640
2020-04-06,Norway,Deaths,58
2020-04-06,Sweden,Cases,6830
2020-04-06,Sweden,Deaths,401
2020-04-07,Denmark,Cases,4681
2020-04-07,Denmark,Deaths,187
2020-04-07,Finland,Cases,2176
2020-04-07,Finland,Deaths,27
2020-04-07,Iceland,Cases,1562
2020-04-07,Iceland,Deaths,6
2020-04-07,Norway,Cases,5755
2020-04-07,Norway,Deaths,59
2020-04-07,Sweden,Cases,7206
2020-04-07,Sweden,Deaths,477
2020-04-08,Denmark,Cases,5071
2020-04-08,Denmark,Deaths,203
2020-04-08,Finland,Cases,2308
2020-04-08,Finland,Deaths,34
2020-04-08,Iceland,Cases,1586
2020-04-08,Iceland,Deaths,6
2020-04-08,Norway,Cases,5863
2020-04-08,Norway,Deaths,69
2020-04-08,Sweden,Cases,7693
2020-04-08,Sweden,Deaths,591
2020-04-09,Denmark,Cases,5402
2020-04-09,Denmark,Deaths,218
2020-04-09,Finland,Cases,2487
2020-04-09,Finland,Deaths,40
2020-04-09,Iceland,Cases,1616
2020-04-09,Iceland,Deaths,6
2020-04-09,Norway,Cases,6010
2020-04-09,Norway,Deaths,80
2020-04-09,Sweden,Cases,8419
2020-04-09,Sweden,Deaths,687
2020-04-10,Denmark,Cases,5635
2020-04-10,Denmark,Deaths,237
2020-04-10,Finland,Cases,2605
2020-04-10,Finland,Deaths,42
2020-04-10,Iceland,Cases,1648
2020-04-10,Iceland,Deaths,6
2020-04-10,Norway,Cases,6160
2020-04-10,Norway,Deaths,88
2020-04-10,Sweden,Cases,9141
2020-04-10,Sweden,Deaths,793
2020-04-11,Denmark,Cases,5819
2020-04-11,Denmark,Deaths,247
2020-04-11,Finland,Cases,2769
2020-04-11,Finland,Deaths,48
2020-04-11,Iceland,Cases,1675
2020-04-11,Iceland,Deaths,7
2020-04-11,Norway,Cases,6244
2020-04-11,Norway,Deaths,92
2020-04-11,Sweden,Cases,9685
2020-04-11,Sweden,Deaths,870
2020-04-12,Denmark,Cases,5996
2020-04-12,Denmark,Deaths,260
2020-04-12,Finland,Cases,2905
2020-04-12,Finland,Deaths,49
2020-04-12,Iceland,Cases,1689
2020-04-12,Iceland,Deaths,8
2020-04-12,Norway,Cases,6320
2020-04-12,Norway,Deaths,98
2020-04-12,Sweden,Cases,10151
2020-04-12,Sweden,Deaths,887
2020-04-13,Denmark,Cases,6174
2020-04-13,Denmark,Deaths,273
2020-04-13,Finland,Cases,2974
2020-04-13,Finland,Deaths,56
2020-04-13,Iceland,Cases,1701
2020-04-13,Iceland,Deaths,8
2020-04-13,Norway,Cases,6415
2020-04-13,Norway,Deaths,103
2020-04-13,Sweden,Cases,10483
2020-04-13,Sweden,Deaths,899
