dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,continentExp,date,iso2
17/05/2020,17,5,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-05-17,AF
16/05/2020,16,5,2020,1063,32,Afghanistan,AF,AFG,37172386,Asia,2020-05-16,AF
15/05/2020,15,5,2020,113,6,Afghanistan,AF,AFG,37172386,Asia,2020-05-15,AF
14/05/2020,14,5,2020,259,3,Afghanistan,AF,AFG,37172386,Asia,2020-05-14,AF
13/05/2020,13,5,2020,280,5,Afghanistan,AF,AFG,37172386,Asia,2020-05-13,AF
12/05/2020,12,5,2020,285,2,Afghanistan,AF,AFG,37172386,Asia,2020-05-12,AF
11/05/2020,11,5,2020,369,5,Afghanistan,AF,AFG,37172386,Asia,2020-05-11,AF
10/05/2020,10,5,2020,255,6,Afghanistan,AF,AFG,37172386,Asia,2020-05-10,AF
09/05/2020,9,5,2020,215,3,Afghanistan,AF,AFG,37172386,Asia,2020-05-09,AF
08/05/2020,8,5,2020,171,2,Afghanistan,AF,AFG,37172386,Asia,2020-05-08,AF
07/05/2020,7,5,2020,168,9,Afghanistan,AF,AFG,37172386,Asia,2020-05-07,AF
06/05/2020,6,5,2020,330,5,Afghanistan,AF,AFG,37172386,Asia,2020-05-06,AF
05/05/2020,5,5,2020,190,5,Afghanistan,AF,AFG,37172386,Asia,2020-05-05,AF
04/05/2020,4,5,2020,235,13,Afghanistan,AF,AFG,37172386,Asia,2020-05-04,AF
03/05/2020,3,5,2020,134,4,Afghanistan,AF,AFG,37172386,Asia,2020-05-03,AF
02/05/2020,2,5,2020,164,4,Afghanistan,AF,AFG,37172386,Asia,2020-05-02,AF
01/05/2020,1,5,2020,222,4,Afghanistan,AF,AFG,37172386,Asia,2020-05-01,AF
30/04/2020,30,4,2020,122,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-30,AF
29/04/2020,29,4,2020,124,3,Afghanistan,AF,AFG,37172386,Asia,2020-04-29,AF
28/04/2020,28,4,2020,172,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-28,AF
27/04/2020,27,4,2020,68,10,Afghanistan,AF,AFG,37172386,Asia,2020-04-27,AF
26/04/2020,26,4,2020,112,4,Afghanistan,AF,AFG,37172386,Asia,2020-04-26,AF
25/04/2020,25,4,2020,70,1,Afghanistan,AF,AFG,37172386,Asia,2020-04-25,AF
24/04/2020,24,4,2020,105,2,Afghanistan,AF,AFG,37172386,Asia,2020-04-24,AF
23/04/2020,23,4,2020,84,4,Afghanistan,AF,AFG,37172386,Asia,2020-04-23,AF
22/04/2020,22,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia,2020-04-22,AF
21/04/2020,21,4,2020,35,2,Afghanistan,AF,AFG,37172386,Asia,2020-04-21,AF
20/04/2020,20,4,2020,88,3,Afghanistan,AF,AFG,37172386,Asia,2020-04-20,AF
19/04/2020,19,4,2020,63,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-19,AF
18/04/2020,18,4,2020,51,1,Afghanistan,AF,AFG,37172386,Asia,2020-04-18,AF
17/04/2020,17,4,2020,10,4,Afghanistan,AF,AFG,37172386,Asia,2020-04-17,AF
16/04/2020,16,4,2020,70,2,Afghanistan,AF,AFG,37172386,Asia,2020-04-16,AF
15/04/2020,15,4,2020,49,2,Afghanistan,AF,AFG,37172386,Asia,2020-04-15,AF
14/04/2020,14,4,2020,58,3,Afghanistan,AF,AFG,37172386,Asia,2020-04-14,AF
13/04/2020,13,4,2020,52,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-13,AF
12/04/2020,12,4,2020,34,3,Afghanistan,AF,AFG,37172386,Asia,2020-04-12,AF
11/04/2020,11,4,2020,37,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-11,AF
10/04/2020,10,4,2020,61,1,Afghanistan,AF,AFG,37172386,Asia,2020-04-10,AF
09/04/2020,9,4,2020,56,3,Afghanistan,AF,AFG,37172386,Asia,2020-04-09,AF
08/04/2020,8,4,2020,30,4,Afghanistan,AF,AFG,37172386,Asia,2020-04-08,AF
07/04/2020,7,4,2020,38,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-07,AF
06/04/2020,6,4,2020,29,2,Afghanistan,AF,AFG,37172386,Asia,2020-04-06,AF
05/04/2020,5,4,2020,35,1,Afghanistan,AF,AFG,37172386,Asia,2020-04-05,AF
04/04/2020,4,4,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-04,AF
03/04/2020,3,4,2020,43,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-03,AF
02/04/2020,2,4,2020,26,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-02,AF
01/04/2020,1,4,2020,25,0,Afghanistan,AF,AFG,37172386,Asia,2020-04-01,AF
31/03/2020,31,3,2020,27,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-31,AF
30/03/2020,30,3,2020,8,1,Afghanistan,AF,AFG,37172386,Asia,2020-03-30,AF
29/03/2020,29,3,2020,15,1,Afghanistan,AF,AFG,37172386,Asia,2020-03-29,AF
28/03/2020,28,3,2020,16,1,Afghanistan,AF,AFG,37172386,Asia,2020-03-28,AF
27/03/2020,27,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-27,AF
26/03/2020,26,3,2020,33,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-26,AF
25/03/2020,25,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-25,AF
24/03/2020,24,3,2020,6,1,Afghanistan,AF,AFG,37172386,Asia,2020-03-24,AF
23/03/2020,23,3,2020,10,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-23,AF
22/03/2020,22,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-22,AF
21/03/2020,21,3,2020,2,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-21,AF
20/03/2020,20,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-20,AF
19/03/2020,19,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-19,AF
18/03/2020,18,3,2020,1,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-18,AF
17/03/2020,17,3,2020,5,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-17,AF
16/03/2020,16,3,2020,6,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-16,AF
15/03/2020,15,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-15,AF
11/03/2020,11,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-11,AF
08/03/2020,8,3,2020,3,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-08,AF
02/03/2020,2,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-02,AF
01/03/2020,1,3,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-03-01,AF
29/02/2020,29,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-29,AF
28/02/2020,28,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-28,AF
27/02/2020,27,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-27,AF
26/02/2020,26,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-26,AF
25/02/2020,25,2,2020,1,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-25,AF
24/02/2020,24,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-24,AF
23/02/2020,23,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-23,AF
22/02/2020,22,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-22,AF
21/02/2020,21,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-21,AF
20/02/2020,20,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-20,AF
19/02/2020,19,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-19,AF
18/02/2020,18,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-18,AF
17/02/2020,17,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-17,AF
16/02/2020,16,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-16,AF
15/02/2020,15,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-15,AF
14/02/2020,14,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-14,AF
13/02/2020,13,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-13,AF
12/02/2020,12,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-12,AF
11/02/2020,11,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-11,AF
10/02/2020,10,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-10,AF
09/02/2020,9,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-09,AF
08/02/2020,8,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-08,AF
07/02/2020,7,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-07,AF
06/02/2020,6,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-06,AF
05/02/2020,5,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-05,AF
04/02/2020,4,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-04,AF
03/02/2020,3,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-03,AF
02/02/2020,2,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-02,AF
01/02/2020,1,2,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-02-01,AF
31/01/2020,31,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-31,AF
30/01/2020,30,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-30,AF
29/01/2020,29,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-29,AF
28/01/2020,28,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-28,AF
27/01/2020,27,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-27,AF
26/01/2020,26,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-26,AF
25/01/2020,25,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-25,AF
24/01/2020,24,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-24,AF
23/01/2020,23,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-23,AF
22/01/2020,22,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-22,AF
21/01/2020,21,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-21,AF
20/01/2020,20,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-20,AF
19/01/2020,19,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-19,AF
18/01/2020,18,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-18,AF
17/01/2020,17,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-17,AF
16/01/2020,16,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-16,AF
15/01/2020,15,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-15,AF
14/01/2020,14,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-14,AF
13/01/2020,13,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-13,AF
12/01/2020,12,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-12,AF
11/01/2020,11,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-11,AF
10/01/2020,10,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-10,AF
09/01/2020,9,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-09,AF
08/01/2020,8,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-08,AF
07/01/2020,7,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-07,AF
06/01/2020,6,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-06,AF
05/01/2020,5,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-05,AF
04/01/2020,4,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-04,AF
03/01/2020,3,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-03,AF
02/01/2020,2,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-02,AF
01/01/2020,1,1,2020,0,0,Afghanistan,AF,AFG,37172386,Asia,2020-01-01,AF
31/12/2019,31,12,2019,0,0,Afghanistan,AF,AFG,37172386,Asia,2019-12-31,AF
17/05/2020,17,5,2020,17,0,Albania,AL,ALB,2866376,Europe,2020-05-17,AL
16/05/2020,16,5,2020,18,0,Albania,AL,ALB,2866376,Europe,2020-05-16,AL
15/05/2020,15,5,2020,18,0,Albania,AL,ALB,2866376,Europe,2020-05-15,AL
14/05/2020,14,5,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-05-14,AL
13/05/2020,13,5,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-05-13,AL
12/05/2020,12,5,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-05-12,AL
11/05/2020,11,5,2020,12,0,Albania,AL,ALB,2866376,Europe,2020-05-11,AL
10/05/2020,10,5,2020,6,0,Albania,AL,ALB,2866376,Europe,2020-05-10,AL
09/05/2020,9,5,2020,8,0,Albania,AL,ALB,2866376,Europe,2020-05-09,AL
08/05/2020,8,5,2020,10,0,Albania,AL,ALB,2866376,Europe,2020-05-08,AL
07/05/2020,7,5,2020,12,0,Albania,AL,ALB,2866376,Europe,2020-05-07,AL
06/05/2020,6,5,2020,17,0,Albania,AL,ALB,2866376,Europe,2020-05-06,AL
05/05/2020,5,5,2020,8,0,Albania,AL,ALB,2866376,Europe,2020-05-05,AL
04/05/2020,4,5,2020,6,0,Albania,AL,ALB,2866376,Europe,2020-05-04,AL
03/05/2020,3,5,2020,7,0,Albania,AL,ALB,2866376,Europe,2020-05-03,AL
02/05/2020,2,5,2020,9,0,Albania,AL,ALB,2866376,Europe,2020-05-02,AL
01/05/2020,1,5,2020,7,0,Albania,AL,ALB,2866376,Europe,2020-05-01,AL
30/04/2020,30,4,2020,16,1,Albania,AL,ALB,2866376,Europe,2020-04-30,AL
29/04/2020,29,4,2020,14,2,Albania,AL,ALB,2866376,Europe,2020-04-29,AL
28/04/2020,28,4,2020,10,0,Albania,AL,ALB,2866376,Europe,2020-04-28,AL
27/04/2020,27,4,2020,14,1,Albania,AL,ALB,2866376,Europe,2020-04-27,AL
26/04/2020,26,4,2020,34,0,Albania,AL,ALB,2866376,Europe,2020-04-26,AL
25/04/2020,25,4,2020,15,0,Albania,AL,ALB,2866376,Europe,2020-04-25,AL
24/04/2020,24,4,2020,29,0,Albania,AL,ALB,2866376,Europe,2020-04-24,AL
23/04/2020,23,4,2020,25,1,Albania,AL,ALB,2866376,Europe,2020-04-23,AL
22/04/2020,22,4,2020,25,0,Albania,AL,ALB,2866376,Europe,2020-04-22,AL
21/04/2020,21,4,2020,22,0,Albania,AL,ALB,2866376,Europe,2020-04-21,AL
20/04/2020,20,4,2020,14,0,Albania,AL,ALB,2866376,Europe,2020-04-20,AL
19/04/2020,19,4,2020,9,0,Albania,AL,ALB,2866376,Europe,2020-04-19,AL
18/04/2020,18,4,2020,21,0,Albania,AL,ALB,2866376,Europe,2020-04-18,AL
17/04/2020,17,4,2020,24,1,Albania,AL,ALB,2866376,Europe,2020-04-17,AL
16/04/2020,16,4,2020,19,1,Albania,AL,ALB,2866376,Europe,2020-04-16,AL
15/04/2020,15,4,2020,8,1,Albania,AL,ALB,2866376,Europe,2020-04-15,AL
14/04/2020,14,4,2020,21,0,Albania,AL,ALB,2866376,Europe,2020-04-14,AL
13/04/2020,13,4,2020,13,0,Albania,AL,ALB,2866376,Europe,2020-04-13,AL
12/04/2020,12,4,2020,17,0,Albania,AL,ALB,2866376,Europe,2020-04-12,AL
11/04/2020,11,4,2020,7,0,Albania,AL,ALB,2866376,Europe,2020-04-11,AL
10/04/2020,10,4,2020,9,1,Albania,AL,ALB,2866376,Europe,2020-04-10,AL
09/04/2020,9,4,2020,17,0,Albania,AL,ALB,2866376,Europe,2020-04-09,AL
08/04/2020,8,4,2020,6,0,Albania,AL,ALB,2866376,Europe,2020-04-08,AL
07/04/2020,7,4,2020,16,1,Albania,AL,ALB,2866376,Europe,2020-04-07,AL
06/04/2020,6,4,2020,28,2,Albania,AL,ALB,2866376,Europe,2020-04-06,AL
05/04/2020,5,4,2020,29,2,Albania,AL,ALB,2866376,Europe,2020-04-05,AL
04/04/2020,4,4,2020,27,1,Albania,AL,ALB,2866376,Europe,2020-04-04,AL
03/04/2020,3,4,2020,18,1,Albania,AL,ALB,2866376,Europe,2020-04-03,AL
02/04/2020,2,4,2020,16,0,Albania,AL,ALB,2866376,Europe,2020-04-02,AL
01/04/2020,1,4,2020,20,3,Albania,AL,ALB,2866376,Europe,2020-04-01,AL
31/03/2020,31,3,2020,11,2,Albania,AL,ALB,2866376,Europe,2020-03-31,AL
30/03/2020,30,3,2020,15,0,Albania,AL,ALB,2866376,Europe,2020-03-30,AL
29/03/2020,29,3,2020,11,1,Albania,AL,ALB,2866376,Europe,2020-03-29,AL
28/03/2020,28,3,2020,12,3,Albania,AL,ALB,2866376,Europe,2020-03-28,AL
27/03/2020,27,3,2020,28,1,Albania,AL,ALB,2866376,Europe,2020-03-27,AL
26/03/2020,26,3,2020,23,0,Albania,AL,ALB,2866376,Europe,2020-03-26,AL
25/03/2020,25,3,2020,23,1,Albania,AL,ALB,2866376,Europe,2020-03-25,AL
24/03/2020,24,3,2020,11,2,Albania,AL,ALB,2866376,Europe,2020-03-24,AL
23/03/2020,23,3,2020,13,0,Albania,AL,ALB,2866376,Europe,2020-03-23,AL
22/03/2020,22,3,2020,6,0,Albania,AL,ALB,2866376,Europe,2020-03-22,AL
21/03/2020,21,3,2020,0,0,Albania,AL,ALB,2866376,Europe,2020-03-21,AL
20/03/2020,20,3,2020,11,0,Albania,AL,ALB,2866376,Europe,2020-03-20,AL
19/03/2020,19,3,2020,4,1,Albania,AL,ALB,2866376,Europe,2020-03-19,AL
18/03/2020,18,3,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-03-18,AL
17/03/2020,17,3,2020,9,0,Albania,AL,ALB,2866376,Europe,2020-03-17,AL
16/03/2020,16,3,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-03-16,AL
15/03/2020,15,3,2020,5,0,Albania,AL,ALB,2866376,Europe,2020-03-15,AL
14/03/2020,14,3,2020,10,0,Albania,AL,ALB,2866376,Europe,2020-03-14,AL
13/03/2020,13,3,2020,12,0,Albania,AL,ALB,2866376,Europe,2020-03-13,AL
12/03/2020,12,3,2020,1,1,Albania,AL,ALB,2866376,Europe,2020-03-12,AL
11/03/2020,11,3,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-03-11,AL
10/03/2020,10,3,2020,4,0,Albania,AL,ALB,2866376,Europe,2020-03-10,AL
09/03/2020,9,3,2020,2,0,Albania,AL,ALB,2866376,Europe,2020-03-09,AL
17/05/2020,17,5,2020,192,6,Algeria,DZ,DZA,42228429,Africa,2020-05-17,DZ
16/05/2020,16,5,2020,187,7,Algeria,DZ,DZA,42228429,Africa,2020-05-16,DZ
15/05/2020,15,5,2020,189,7,Algeria,DZ,DZA,42228429,Africa,2020-05-15,DZ
14/05/2020,14,5,2020,186,7,Algeria,DZ,DZA,42228429,Africa,2020-05-14,DZ
13/05/2020,13,5,2020,176,8,Algeria,DZ,DZA,42228429,Africa,2020-05-13,DZ
12/05/2020,12,5,2020,168,5,Algeria,DZ,DZA,42228429,Africa,2020-05-12,DZ
11/05/2020,11,5,2020,165,8,Algeria,DZ,DZA,42228429,Africa,2020-05-11,DZ
10/05/2020,10,5,2020,189,6,Algeria,DZ,DZA,42228429,Africa,2020-05-10,DZ
09/05/2020,9,5,2020,187,5,Algeria,DZ,DZA,42228429,Africa,2020-05-09,DZ
08/05/2020,8,5,2020,185,7,Algeria,DZ,DZA,42228429,Africa,2020-05-08,DZ
07/05/2020,7,5,2020,159,6,Algeria,DZ,DZA,42228429,Africa,2020-05-07,DZ
06/05/2020,6,5,2020,190,5,Algeria,DZ,DZA,42228429,Africa,2020-05-06,DZ
05/05/2020,5,5,2020,174,2,Algeria,DZ,DZA,42228429,Africa,2020-05-05,DZ
04/05/2020,4,5,2020,179,4,Algeria,DZ,DZA,42228429,Africa,2020-05-04,DZ
03/05/2020,3,5,2020,141,6,Algeria,DZ,DZA,42228429,Africa,2020-05-03,DZ
02/05/2020,2,5,2020,148,3,Algeria,DZ,DZA,42228429,Africa,2020-05-02,DZ
01/05/2020,1,5,2020,158,6,Algeria,DZ,DZA,42228429,Africa,2020-05-01,DZ
30/04/2020,30,4,2020,199,7,Algeria,DZ,DZA,42228429,Africa,2020-04-30,DZ
29/04/2020,29,4,2020,132,5,Algeria,DZ,DZA,42228429,Africa,2020-04-29,DZ
28/04/2020,28,4,2020,135,7,Algeria,DZ,DZA,42228429,Africa,2020-04-28,DZ
27/04/2020,27,4,2020,126,6,Algeria,DZ,DZA,42228429,Africa,2020-04-27,DZ
26/04/2020,26,4,2020,129,4,Algeria,DZ,DZA,42228429,Africa,2020-04-26,DZ
25/04/2020,25,4,2020,120,8,Algeria,DZ,DZA,42228429,Africa,2020-04-25,DZ
24/04/2020,24,4,2020,97,5,Algeria,DZ,DZA,42228429,Africa,2020-04-24,DZ
23/04/2020,23,4,2020,99,10,Algeria,DZ,DZA,42228429,Africa,2020-04-23,DZ
22/04/2020,22,4,2020,93,8,Algeria,DZ,DZA,42228429,Africa,2020-04-22,DZ
21/04/2020,21,4,2020,89,9,Algeria,DZ,DZA,42228429,Africa,2020-04-21,DZ
20/04/2020,20,4,2020,94,8,Algeria,DZ,DZA,42228429,Africa,2020-04-20,DZ
19/04/2020,19,4,2020,117,3,Algeria,DZ,DZA,42228429,Africa,2020-04-19,DZ
18/04/2020,18,4,2020,150,16,Algeria,DZ,DZA,42228429,Africa,2020-04-18,DZ
17/04/2020,17,4,2020,108,12,Algeria,DZ,DZA,42228429,Africa,2020-04-17,DZ
16/04/2020,16,4,2020,90,11,Algeria,DZ,DZA,42228429,Africa,2020-04-16,DZ
15/04/2020,15,4,2020,87,12,Algeria,DZ,DZA,42228429,Africa,2020-04-15,DZ
14/04/2020,14,4,2020,69,20,Algeria,DZ,DZA,42228429,Africa,2020-04-14,DZ
13/04/2020,13,4,2020,89,18,Algeria,DZ,DZA,42228429,Africa,2020-04-13,DZ
12/04/2020,12,4,2020,64,19,Algeria,DZ,DZA,42228429,Africa,2020-04-12,DZ
11/04/2020,11,4,2020,95,21,Algeria,DZ,DZA,42228429,Africa,2020-04-11,DZ
10/04/2020,10,4,2020,94,30,Algeria,DZ,DZA,42228429,Africa,2020-04-10,DZ
09/04/2020,9,4,2020,104,12,Algeria,DZ,DZA,42228429,Africa,2020-04-09,DZ
08/04/2020,8,4,2020,45,20,Algeria,DZ,DZA,42228429,Africa,2020-04-08,DZ
07/04/2020,7,4,2020,103,21,Algeria,DZ,DZA,42228429,Africa,2020-04-07,DZ
06/04/2020,6,4,2020,69,22,Algeria,DZ,DZA,42228429,Africa,2020-04-06,DZ
05/04/2020,5,4,2020,80,25,Algeria,DZ,DZA,42228429,Africa,2020-04-05,DZ
04/04/2020,4,4,2020,185,42,Algeria,DZ,DZA,42228429,Africa,2020-04-04,DZ
03/04/2020,3,4,2020,139,5,Algeria,DZ,DZA,42228429,Africa,2020-04-03,DZ
02/04/2020,2,4,2020,131,14,Algeria,DZ,DZA,42228429,Africa,2020-04-02,DZ
01/04/2020,1,4,2020,132,9,Algeria,DZ,DZA,42228429,Africa,2020-04-01,DZ
31/03/2020,31,3,2020,73,4,Algeria,DZ,DZA,42228429,Africa,2020-03-31,DZ
30/03/2020,30,3,2020,57,2,Algeria,DZ,DZA,42228429,Africa,2020-03-30,DZ
29/03/2020,29,3,2020,45,3,Algeria,DZ,DZA,42228429,Africa,2020-03-29,DZ
28/03/2020,28,3,2020,42,1,Algeria,DZ,DZA,42228429,Africa,2020-03-28,DZ
27/03/2020,27,3,2020,65,4,Algeria,DZ,DZA,42228429,Africa,2020-03-27,DZ
26/03/2020,26,3,2020,38,2,Algeria,DZ,DZA,42228429,Africa,2020-03-26,DZ
25/03/2020,25,3,2020,34,2,Algeria,DZ,DZA,42228429,Africa,2020-03-25,DZ
24/03/2020,24,3,2020,29,0,Algeria,DZ,DZA,42228429,Africa,2020-03-24,DZ
23/03/2020,23,3,2020,62,2,Algeria,DZ,DZA,42228429,Africa,2020-03-23,DZ
22/03/2020,22,3,2020,37,5,Algeria,DZ,DZA,42228429,Africa,2020-03-22,DZ
21/03/2020,21,3,2020,12,3,Algeria,DZ,DZA,42228429,Africa,2020-03-21,DZ
20/03/2020,20,3,2020,18,1,Algeria,DZ,DZA,42228429,Africa,2020-03-20,DZ
19/03/2020,19,3,2020,12,1,Algeria,DZ,DZA,42228429,Africa,2020-03-19,DZ
18/03/2020,18,3,2020,2,1,Algeria,DZ,DZA,42228429,Africa,2020-03-18,DZ
17/03/2020,17,3,2020,10,0,Algeria,DZ,DZA,42228429,Africa,2020-03-17,DZ
16/03/2020,16,3,2020,11,2,Algeria,DZ,DZA,42228429,Africa,2020-03-16,DZ
15/03/2020,15,3,2020,11,0,Algeria,DZ,DZA,42228429,Africa,2020-03-15,DZ
14/03/2020,14,3,2020,1,1,Algeria,DZ,DZA,42228429,Africa,2020-03-14,DZ
13/03/2020,13,3,2020,5,1,Algeria,DZ,DZA,42228429,Africa,2020-03-13,DZ
12/03/2020,12,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-03-12,DZ
09/03/2020,9,3,2020,3,0,Algeria,DZ,DZA,42228429,Africa,2020-03-09,DZ
06/03/2020,6,3,2020,5,0,Algeria,DZ,DZA,42228429,Africa,2020-03-06,DZ
05/03/2020,5,3,2020,7,0,Algeria,DZ,DZA,42228429,Africa,2020-03-05,DZ
04/03/2020,4,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa,2020-03-04,DZ
02/03/2020,2,3,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-03-02,DZ
01/03/2020,1,3,2020,2,0,Algeria,DZ,DZA,42228429,Africa,2020-03-01,DZ
29/02/2020,29,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-29,DZ
28/02/2020,28,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-28,DZ
27/02/2020,27,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-27,DZ
26/02/2020,26,2,2020,1,0,Algeria,DZ,DZA,42228429,Africa,2020-02-26,DZ
25/02/2020,25,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-25,DZ
24/02/2020,24,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-24,DZ
23/02/2020,23,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-23,DZ
22/02/2020,22,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-22,DZ
21/02/2020,21,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-21,DZ
20/02/2020,20,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-20,DZ
19/02/2020,19,2,2020,0,0,Algeria,DZ,DZA,42228429,Africa,2020-02-19,DZ
